tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
201,2019-05-09 15:03:10.6690,2019-05-09 15:06:31.8850,482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,3708.0,W 13 St & 5 Ave,40.735445,-73.99431,18613,Subscriber,1968,1
314,2019-05-31 07:24:27.6570,2019-05-31 07:29:42.3950,344.0,Monroe St & Bedford Ave,40.6851443,-73.95380904,3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,32693,Subscriber,1959,1
546,2019-05-26 12:54:45.9020,2019-05-26 13:03:52.5390,508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,525.0,W 34 St & 11 Ave,40.75594159,-74.0021163,17912,Subscriber,1989,1
717,2019-05-21 22:04:54.8930,2019-05-21 22:16:52.4420,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,295.0,Pike St & E Broadway,40.71406667,-73.99293911,20123,Subscriber,1982,0
1067,2019-05-24 12:14:28.1740,2019-05-24 12:32:15.4750,3160.0,Central Park West & W 76 St,40.77896784,-73.97374737,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,34136,Customer,1959,1
544,2019-05-28 09:03:38.9900,2019-05-28 09:12:43.1490,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,3461.0,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,16636,Subscriber,1994,1
307,2019-05-24 18:39:41.0770,2019-05-24 18:44:48.4790,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,3461.0,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,31312,Subscriber,1958,2
456,2019-05-16 11:37:29.0990,2019-05-16 11:45:05.1530,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,24753,Subscriber,1990,1
160,2019-05-10 06:58:59.8750,2019-05-10 07:01:39.9720,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,33849,Subscriber,1991,1
394,2019-05-07 18:48:23.6180,2019-05-07 18:54:58.0340,539.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,389.0,Broadway & Berry St,40.71044554,-73.96525063,27991,Subscriber,1991,1
109,2019-05-16 21:35:17.2630,2019-05-16 21:37:06.5380,387.0,Centre St & Chambers St,40.71273266,-74.0046073,330.0,Reade St & Broadway,40.71450451,-74.00562789,30626,Subscriber,1996,1
68,2019-05-01 07:26:33.5960,2019-05-01 07:27:42.2690,2012.0,E 27 St & 1 Ave,40.739445,-73.976806,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,33612,Subscriber,1989,2
395,2019-05-06 20:34:11.7120,2019-05-06 20:40:47.4060,3101.0,N 12 St & Bedford Ave,40.72079821,-73.95484712,3469.0,India St & West St,40.73181401720966,-73.95995020866394,34029,Subscriber,1986,1
654,2019-05-16 07:33:51.8880,2019-05-16 07:44:46.7790,3140.0,1 Ave & E 78 St,40.77140426,-73.9535166,281.0,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,33017,Subscriber,1974,1
1627,2019-05-04 10:18:16.9730,2019-05-04 10:45:24.5350,499.0,Broadway & W 60 St,40.76915505,-73.98191841,3260.0,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,33340,Subscriber,1991,1
432,2019-05-16 19:17:25.7780,2019-05-16 19:24:38.2160,456.0,E 53 St & Madison Ave,40.7597108,-73.97402311,519.0,Pershing Square North,40.751873,-73.977706,31417,Subscriber,1976,1
462,2019-05-08 17:08:09.4180,2019-05-08 17:15:51.8240,465.0,Broadway & W 41 St,40.75513557,-73.98658032,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,27889,Subscriber,1991,2
2812,2019-05-20 18:09:02.0440,2019-05-20 18:55:54.5300,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,3064.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,25090,Subscriber,1994,2
1031,2019-05-14 17:00:40.5010,2019-05-14 17:17:52.3220,2021.0,W 45 St & 8 Ave,40.75929124,-73.98859651,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,34241,Subscriber,1955,1
1152,2019-05-11 18:38:27.6050,2019-05-11 18:57:40.1340,3141.0,1 Ave & E 68 St,40.76500525,-73.95818491,499.0,Broadway & W 60 St,40.76915505,-73.98191841,33975,Subscriber,1987,2
7976,2019-05-26 15:36:31.3710,2019-05-26 17:49:27.7950,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,281.0,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,32883,Customer,1969,0
759,2019-05-27 08:22:17.9120,2019-05-27 08:34:56.9380,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,3356.0,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,32162,Customer,1978,2
341,2019-05-24 16:49:27.7230,2019-05-24 16:55:09.1400,3440.0,Fulton St & Adams St,40.69241829257847,-73.98949474096298,3303.0,Butler St & Court St,40.6849894,-73.99440329,30415,Subscriber,1982,2
482,2019-05-15 19:04:20.0600,2019-05-15 19:12:22.8560,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,14685,Subscriber,1981,1
507,2019-05-11 20:17:41.2400,2019-05-11 20:26:08.9220,349.0,Rivington St & Ridge St,40.71850211,-73.98329859,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,34191,Subscriber,1994,1
775,2019-05-22 17:24:09.8150,2019-05-22 17:37:05.1620,2000.0,Front St & Washington St,40.70255088,-73.98940236,258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,28132,Subscriber,1994,2
978,2019-05-19 17:37:25.7400,2019-05-19 17:53:44.6500,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,20543,Subscriber,1968,2
894,2019-05-20 16:14:53.0150,2019-05-20 16:29:47.9810,3443.0,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,3293.0,W 92 St & Broadway,40.7921,-73.9739,31891,Subscriber,1972,1
551,2019-05-21 18:38:03.8550,2019-05-21 18:47:15.5660,3263.0,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,28317,Subscriber,1990,1
425,2019-05-07 15:27:19.6160,2019-05-07 15:34:25.4680,279.0,Peck Slip & Front St,40.707873,-74.00167,304.0,Broadway & Battery Pl,40.70463334,-74.01361706,21234,Subscriber,1962,1
518,2019-05-31 10:14:06.9700,2019-05-31 10:22:44.9920,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,25829,Subscriber,1983,1
1762,2019-05-08 11:16:27.0550,2019-05-08 11:45:49.7260,3689.0,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,15475,Customer,1953,1
379,2019-05-21 18:46:10.8660,2019-05-21 18:52:30.5610,3715.0,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,3100.0,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,30423,Subscriber,1985,2
2041,2019-05-27 14:33:43.8880,2019-05-27 15:07:45.2830,534.0,Water - Whitehall Plaza,40.70255065,-74.0127234,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,16730,Subscriber,1965,2
1642,2019-05-15 08:37:23.5850,2019-05-15 09:04:45.6040,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,386.0,Centre St & Worth St,40.71494807,-74.00234482,21132,Subscriber,1964,1
600,2019-05-30 09:06:43.4840,2019-05-30 09:16:44.0030,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3223.0,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727,32757,Subscriber,1987,1
685,2019-05-15 14:40:35.5940,2019-05-15 14:52:00.9810,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,347.0,Greenwich St & W Houston St,40.728846,-74.008591,35103,Subscriber,1982,1
874,2019-05-10 14:12:36.1100,2019-05-10 14:27:10.3740,3312.0,1 Ave & E 94 St,40.7817212,-73.94594,3492.0,E 118 St & Park Ave,40.8005385,-73.9419949,26605,Subscriber,1993,2
626,2019-05-21 20:22:44.3890,2019-05-21 20:33:10.9320,540.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,14718,Customer,1969,0
3054,2019-05-25 10:11:28.3230,2019-05-25 11:02:23.2360,3112.0,Milton St & Franklin St,40.72906,-73.95779,3102.0,Driggs Ave & Lorimer St,40.72179134,-73.9504154,30673,Subscriber,1986,2
679,2019-05-07 18:20:06.3820,2019-05-07 18:31:26.3030,379.0,W 31 St & 7 Ave,40.749156,-73.9916,3263.0,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,25194,Subscriber,1958,1
453,2019-05-31 08:55:55.1990,2019-05-31 09:03:28.3090,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,32618,Subscriber,1995,2
741,2019-05-08 17:07:08.7310,2019-05-08 17:19:29.9320,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,31438,Subscriber,1973,1
1579,2019-05-04 19:02:46.9740,2019-05-04 19:29:06.8220,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,3320.0,Central Park West & W 100 St,40.79406660818552,-73.96286845207214,17571,Customer,1969,0
366,2019-05-24 17:09:59.2770,2019-05-24 17:16:06.0930,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,319.0,Fulton St & Broadway,40.711066,-74.009447,28411,Customer,1997,1
1829,2019-05-24 16:05:30.6220,2019-05-24 16:36:00.0940,3236.0,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,3256.0,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,25663,Subscriber,1997,1
186,2019-05-18 12:24:36.1900,2019-05-18 12:27:42.9490,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,259.0,South St & Whitehall St,40.70122128,-74.01234218,33547,Subscriber,1962,1
107,2019-05-19 20:23:22.9200,2019-05-19 20:25:10.7140,3417.0,Baltic St & 5 Ave,40.6795766,-73.97854971,3414.0,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,25924,Subscriber,1992,1
441,2019-05-25 18:01:22.5380,2019-05-25 18:08:44.0960,3374.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3509.0,Lenox Ave & W 115 St,40.8011939,-73.9500739,26194,Customer,1969,0
676,2019-05-17 12:35:54.5720,2019-05-17 12:47:11.4700,3115.0,India St & Manhattan Ave,40.73232194,-73.9550858,3107.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,29952,Customer,1972,1
1657,2019-05-30 16:38:35.1640,2019-05-30 17:06:13.0640,312.0,Allen St & Stanton St,40.722055,-73.989111,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,35196,Subscriber,1984,1
1557,2019-05-11 10:31:22.5300,2019-05-11 10:57:20.4650,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,3145.0,E 84 St & Park Ave,40.77862688,-73.95772073,29863,Subscriber,1965,1
1512,2019-05-24 22:55:30.4400,2019-05-24 23:20:42.8670,3377.0,Carroll St & Bond St,40.6786115,-73.99037292,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,34234,Customer,1969,0
158,2019-05-19 17:14:16.7480,2019-05-19 17:16:55.1370,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,285.0,Broadway & E 14 St,40.73454567,-73.99074142,31623,Subscriber,1992,1
221,2019-05-28 13:36:39.7670,2019-05-28 13:40:21.4300,3256.0,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,426.0,West St & Chambers St,40.71754834,-74.01322069,35294,Subscriber,1987,1
993,2019-05-22 23:33:22.8720,2019-05-22 23:49:56.2640,366.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3760.0,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,28051,Customer,1992,1
305,2019-05-19 08:19:47.6720,2019-05-19 08:24:52.9290,3409.0,Bergen St & Smith St,40.6867443,-73.99063168,3377.0,Carroll St & Bond St,40.6786115,-73.99037292,31211,Subscriber,1969,0
944,2019-05-09 10:07:55.0260,2019-05-09 10:23:39.8300,3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635,3610.0,Vernon Blvd & 30 Rd,40.770845,-73.934171,33085,Subscriber,1991,1
868,2019-05-02 17:39:44.7700,2019-05-02 17:54:13.5140,377.0,6 Ave & Canal St,40.72243797,-74.00566443,459.0,W 20 St & 11 Ave,40.746745,-74.007756,15104,Subscriber,1979,1
670,2019-05-26 22:16:05.8220,2019-05-26 22:27:16.5430,532.0,S 5 Pl & S 5 St,40.710451,-73.960876,3767.0,Powers St & Olive St,40.71323,-73.93894,20805,Subscriber,1991,2
608,2019-05-30 09:25:53.5820,2019-05-30 09:36:02.3700,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,402.0,Broadway & E 22 St,40.7403432,-73.98955109,18781,Subscriber,1991,2
471,2019-05-15 16:58:37.9510,2019-05-15 17:06:29.2770,468.0,Broadway & W 56 St,40.7652654,-73.98192338,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,20094,Subscriber,1981,2
1292,2019-05-02 11:03:49.8510,2019-05-02 11:25:22.7940,3379.0,E 103 St & Lexington Ave,40.7903051,-73.94755757,3158.0,W 63 St & Broadway,40.77163851,-73.98261428,33846,Subscriber,1994,1
1334,2019-05-31 18:10:15.8260,2019-05-31 18:32:30.1150,466.0,W 25 St & 6 Ave,40.74395411,-73.99144871,302.0,Avenue D & E 3 St,40.72082834,-73.97793172,18185,Subscriber,1977,1
184,2019-05-24 17:07:05.4430,2019-05-24 17:10:09.6840,458.0,11 Ave & W 27 St,40.751396,-74.005226,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,16614,Subscriber,1988,1
2418,2019-05-18 12:10:46.4440,2019-05-18 12:51:04.7890,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,30996,Subscriber,1969,2
273,2019-05-06 17:33:45.4450,2019-05-06 17:38:18.6970,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,27180,Subscriber,1975,1
484,2019-05-06 15:45:53.4270,2019-05-06 15:53:57.7490,3313.0,6 Ave & 12 St,40.6663181,-73.9854617,3364.0,Carroll St & 5 Ave,40.6751622,-73.9814832,20704,Subscriber,1973,1
660,2019-05-19 11:54:53.6070,2019-05-19 12:05:54.1610,467.0,Dean St & 4 Ave,40.68312489,-73.97895137,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,27473,Subscriber,1968,1
207,2019-05-17 16:07:25.8040,2019-05-17 16:10:53.6660,3367.0,5 Ave & E 103 St,40.7922553,-73.95249933,3521.0,Lenox Ave & W 111 St,40.7987859,-73.9523,16522,Subscriber,1976,1
355,2019-05-17 17:42:41.4640,2019-05-17 17:48:36.7960,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,33887,Subscriber,1993,1
1865,2019-05-19 10:19:19.2990,2019-05-19 10:50:25.1820,3305.0,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,28327,Subscriber,1981,1
439,2019-05-01 17:35:12.1600,2019-05-01 17:42:31.6640,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,15345,Subscriber,1973,1
909,2019-05-31 09:05:47.1290,2019-05-31 09:20:56.1780,3708.0,W 13 St & 5 Ave,40.735445,-73.99431,3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,31141,Subscriber,1978,1
550,2019-05-26 22:09:15.7140,2019-05-26 22:18:26.4380,530.0,11 Ave & W 59 St,40.77149671054441,-73.99046033620834,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,25476,Subscriber,1967,1
1031,2019-05-20 08:43:52.5350,2019-05-20 09:01:04.2610,472.0,E 32 St & Park Ave,40.7457121,-73.98194829,377.0,6 Ave & Canal St,40.72243797,-74.00566443,25521,Subscriber,1990,1
477,2019-05-20 15:05:54.1610,2019-05-20 15:13:51.5430,520.0,W 52 St & 5 Ave,40.75992262,-73.97648516,519.0,Pershing Square North,40.751873,-73.977706,35254,Subscriber,1980,1
608,2019-05-22 17:01:02.1430,2019-05-22 17:11:10.5240,377.0,6 Ave & Canal St,40.72243797,-74.00566443,350.0,Clinton St & Grand St,40.71559509,-73.9870295,32762,Subscriber,1967,1
369,2019-05-07 15:47:04.1990,2019-05-07 15:53:13.6770,3308.0,Kane St & Clinton St,40.6861758,-73.99645295,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,30838,Subscriber,1942,1
562,2019-05-09 19:41:09.8660,2019-05-09 19:50:32.5360,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,31171,Subscriber,1988,1
3920,2019-05-06 14:14:16.7020,2019-05-06 15:19:37.3240,387.0,Centre St & Chambers St,40.71273266,-74.0046073,212.0,W 16 St & The High Line,40.74334935,-74.00681753,27883,Customer,1979,2
341,2019-05-11 11:39:38.0400,2019-05-11 11:45:19.8990,471.0,Grand St & Havemeyer St,40.71286844,-73.95698119,2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,30430,Subscriber,1972,1
562,2019-05-23 12:07:18.2080,2019-05-23 12:16:40.8530,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,15731,Customer,1969,0
1030,2019-05-30 14:01:05.0740,2019-05-30 14:18:15.8010,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,3282.0,5 Ave & E 88 St,40.78307,-73.95939,30335,Customer,1987,1
275,2019-05-11 19:25:55.5770,2019-05-11 19:30:31.1400,3259.0,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,3658.0,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,14702,Subscriber,1973,1
671,2019-05-10 13:41:11.5770,2019-05-10 13:52:22.9960,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3139.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,26047,Subscriber,1969,2
899,2019-05-18 21:48:22.1640,2019-05-18 22:03:21.2320,3676.0,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,30143,Subscriber,1987,1
1298,2019-05-10 17:17:20.0250,2019-05-10 17:38:58.4570,388.0,W 26 St & 10 Ave,40.749717753,-74.002950346,285.0,Broadway & E 14 St,40.73454567,-73.99074142,18564,Customer,1995,1
170,2019-05-24 06:44:27.9400,2019-05-24 06:47:17.9900,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,18802,Subscriber,1986,1
1812,2019-05-22 06:49:18.2970,2019-05-22 07:19:30.7310,3668.0,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,3674.0,Jay St & York St,40.70140317257725,-73.98672670125961,20585,Subscriber,1982,2
267,2019-05-22 07:44:44.4720,2019-05-22 07:49:12.0620,276.0,Duane St & Greenwich St,40.71748752,-74.0104554,387.0,Centre St & Chambers St,40.71273266,-74.0046073,33867,Subscriber,1969,1
510,2019-05-24 16:59:09.5970,2019-05-24 17:07:40.2670,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,31276,Subscriber,1960,1
625,2019-05-10 22:03:55.1300,2019-05-10 22:14:20.3590,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3350.0,W 100 St & Broadway,40.7973721,-73.97041192,33447,Subscriber,1996,1
2207,2019-05-07 14:31:45.6000,2019-05-07 15:08:33.5510,3286.0,E 89 St & 3 Ave,40.7806284,-73.9521667,3606.0,49 Ave & 21 St,40.74252,-73.948852,14603,Subscriber,1985,1
461,2019-05-16 17:43:51.8320,2019-05-16 17:51:33.0070,3130.0,21 St & Queens Plaza North,40.75325964,-73.94335788,3577.0,34 Ave & 21 St,40.7628138,-73.9342862,30239,Subscriber,1983,1
1208,2019-05-22 20:08:54.7880,2019-05-22 20:29:03.0880,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,3260.0,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,28217,Subscriber,1966,1
640,2019-05-28 19:57:42.3030,2019-05-28 20:08:22.5430,3179.0,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,3061.0,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,28746,Customer,1969,0
2156,2019-05-03 20:01:08.9340,2019-05-03 20:37:05.6010,465.0,Broadway & W 41 St,40.75513557,-73.98658032,407.0,Henry St & Poplar St,40.700469,-73.991454,24984,Subscriber,1965,1
841,2019-05-14 09:07:18.1510,2019-05-14 09:21:19.5570,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,328.0,Watts St & Greenwich St,40.72405549,-74.00965965,21143,Subscriber,1995,2
298,2019-05-14 10:51:55.5620,2019-05-14 10:56:53.9900,402.0,Broadway & E 22 St,40.7403432,-73.98955109,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,30465,Subscriber,1969,1
658,2019-05-04 15:09:26.2610,2019-05-04 15:20:24.5860,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,507.0,E 25 St & 2 Ave,40.73912601,-73.97973776,29324,Subscriber,1991,1
420,2019-05-18 17:40:48.1730,2019-05-18 17:47:48.5450,3143.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,3370.0,E 78 St & 2 Ave,40.7727966,-73.95577801,33918,Customer,1969,0
175,2019-05-27 13:44:49.1860,2019-05-27 13:47:44.2740,3107.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3110.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,27288,Subscriber,1993,1
2136,2019-05-14 07:15:01.7330,2019-05-14 07:50:38.2400,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,3002.0,South End Ave & Liberty St,40.711512,-74.015756,25742,Subscriber,1969,1
916,2019-05-18 12:54:22.6200,2019-05-18 13:09:38.8710,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,3258.0,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,26824,Customer,1990,1
241,2019-05-25 17:04:49.2560,2019-05-25 17:08:51.0870,3581.0,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,3416.0,7 Ave & Park Pl,40.6776147,-73.97324283,33257,Subscriber,1980,1
246,2019-05-01 16:48:18.3060,2019-05-01 16:52:25.1290,275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,353.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,26440,Subscriber,1958,1
365,2019-05-26 09:28:50.0180,2019-05-26 09:34:55.7060,239.0,Willoughby St & Fleet St,40.69196566,-73.9813018,419.0,Carlton Ave & Park Ave,40.69580705,-73.97355569,35019,Subscriber,1970,2
647,2019-05-25 10:43:08.9500,2019-05-25 10:53:56.0710,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,27636,Customer,1987,1
475,2019-05-18 17:58:42.9590,2019-05-18 18:06:38.3790,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,411.0,E 6 St & Avenue D,40.72228087,-73.97668709,34191,Subscriber,1986,2
1248,2019-05-26 16:46:34.2060,2019-05-26 17:07:22.2500,3423.0,West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,3354.0,3 St & Prospect Park West,40.668132,-73.97363831,35228,Customer,1997,2
251,2019-05-27 18:13:49.4940,2019-05-27 18:18:01.1960,3263.0,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,251.0,Mott St & Prince St,40.72317958,-73.99480012,27853,Subscriber,1979,1
482,2019-05-03 09:33:46.9720,2019-05-03 09:41:49.0850,497.0,E 17 St & Broadway,40.73704984,-73.99009296,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,17503,Subscriber,1983,1
2170,2019-05-31 19:14:09.3080,2019-05-31 19:50:20.1550,361.0,Allen St & Hester St,40.71605866,-73.99190759,291.0,Madison St & Montgomery St,40.713126,-73.984844,34914,Subscriber,2000,2
2509,2019-05-31 15:39:50.6410,2019-05-31 16:21:39.6610,427.0,Bus Slip & State St,40.701907,-74.013942,427.0,Bus Slip & State St,40.701907,-74.013942,18675,Customer,1969,0
1690,2019-05-08 11:34:35.9660,2019-05-08 12:02:46.1640,347.0,Greenwich St & W Houston St,40.728846,-74.008591,347.0,Greenwich St & W Houston St,40.728846,-74.008591,34317,Subscriber,1974,1
1105,2019-05-02 07:38:07.8830,2019-05-02 07:56:33.2780,3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,465.0,Broadway & W 41 St,40.75513557,-73.98658032,25224,Subscriber,1962,1
522,2019-05-31 22:07:50.8480,2019-05-31 22:16:32.8940,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,2003.0,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,35177,Subscriber,1987,2
94,2019-05-27 08:01:20.7370,2019-05-27 08:02:55.0020,252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,35070,Subscriber,1992,1
448,2019-05-01 14:58:17.9070,2019-05-01 15:05:46.8670,3304.0,6 Ave & 9 St,40.668127,-73.98377641,3358.0,Garfield Pl & 8 Ave,40.6711978,-73.97484126,14558,Subscriber,1961,2
5478,2019-05-21 12:49:16.1430,2019-05-21 14:20:34.7010,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,3410.0,Dean St & Hoyt St,40.6864442,-73.98759104,20086,Subscriber,1974,1
1038,2019-05-03 00:30:12.0490,2019-05-03 00:47:30.9610,439.0,E 4 St & 2 Ave,40.7262807,-73.98978041,470.0,W 20 St & 8 Ave,40.74345335,-74.00004031,20550,Customer,1996,1
826,2019-05-31 09:11:56.2900,2019-05-31 09:25:42.5220,3160.0,Central Park West & W 76 St,40.77896784,-73.97374737,281.0,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,35086,Subscriber,1961,1
2279,2019-05-24 18:59:45.6760,2019-05-24 19:37:44.9230,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,268.0,Howard St & Centre St,40.71910537,-73.99973337,33747,Subscriber,1968,2
1293,2019-05-25 22:10:41.4000,2019-05-25 22:32:14.9980,330.0,Reade St & Broadway,40.71450451,-74.00562789,532.0,S 5 Pl & S 5 St,40.710451,-73.960876,26734,Subscriber,1996,1
367,2019-05-24 15:29:13.1150,2019-05-24 15:35:20.7150,474.0,5 Ave & E 29 St,40.7451677,-73.98683077,497.0,E 17 St & Broadway,40.73704984,-73.99009296,17575,Subscriber,1959,1
534,2019-05-04 13:41:17.1800,2019-05-04 13:50:11.7550,3283.0,W 89 St & Columbus Ave,40.7882213,-73.97041561,3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,27981,Customer,1969,0
