tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
393,2019-01-14 07:58:14.9170,2019-01-14 08:04:47.9420,3388.0,President St & Henry St,40.6828003,-73.99990419,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,30435,Subscriber,1990,1
176,2019-01-08 08:54:51.5550,2019-01-08 08:57:48.0120,3430.0,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,3086.0,Graham Ave & Conselyea St,40.715143,-73.944507,31577,Subscriber,1983,1
412,2019-01-17 08:47:07.8470,2019-01-17 08:54:00.8350,379.0,W 31 St & 7 Ave,40.749156,-73.9916,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,16096,Subscriber,1988,1
1609,2019-01-06 15:30:50.9770,2019-01-06 15:57:40.1160,3349.0,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3349.0,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,35157,Subscriber,1992,1
319,2019-01-22 09:20:17.2620,2019-01-22 09:25:36.6370,3546.0,Pacific St & Classon Ave,40.6791944,-73.9587903,364.0,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,30886,Subscriber,1992,1
341,2019-01-03 20:51:15.6200,2019-01-03 20:56:57.0070,3078.0,Broadway & Roebling St,40.70924826276157,-73.96063148975372,2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,30009,Subscriber,1989,1
433,2019-01-19 10:23:35.0050,2019-01-19 10:30:48.4020,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,35671,Subscriber,1985,2
286,2019-01-09 17:35:23.4250,2019-01-09 17:40:10.3520,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3518.0,Lenox Ave & W 126 St,40.808442,-73.9452087,20243,Subscriber,1984,1
350,2019-01-10 21:14:24.7670,2019-01-10 21:20:15.6260,499.0,Broadway & W 60 St,40.76915505,-73.98191841,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,33607,Subscriber,1984,1
523,2019-01-08 10:52:33.7270,2019-01-08 11:01:17.1070,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,15534,Subscriber,1983,1
3914,2019-01-20 16:36:11.6550,2019-01-20 17:41:26.5440,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,312.0,Allen St & Stanton St,40.722055,-73.989111,34326,Customer,1994,1
1190,2019-01-08 08:06:29.0500,2019-01-08 08:26:19.2790,3141.0,1 Ave & E 68 St,40.76500525,-73.95818491,491.0,E 24 St & Park Ave S,40.74096374,-73.98602213,31478,Subscriber,1961,1
463,2019-01-20 12:33:41.0420,2019-01-20 12:41:24.3080,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,439.0,E 4 St & 2 Ave,40.7262807,-73.98978041,30925,Subscriber,1950,1
745,2019-01-29 09:01:22.3610,2019-01-29 09:13:47.3820,3323.0,W 106 St & Central Park West,40.7981856,-73.9605909006,3294.0,E 91 St & Park Ave,40.7835016,-73.955327,20760,Subscriber,1991,1
684,2019-01-29 07:57:21.0250,2019-01-29 08:08:45.7470,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,382.0,University Pl & E 14 St,40.73492695,-73.99200509,21348,Subscriber,1973,1
965,2019-01-03 08:37:15.1770,2019-01-03 08:53:20.9130,400.0,Pitt St & Stanton St,40.71926081,-73.98178024,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,30938,Subscriber,1958,1
206,2019-01-29 12:35:04.8990,2019-01-29 12:38:31.5590,507.0,E 25 St & 2 Ave,40.73912601,-73.97973776,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,33396,Subscriber,1994,1
289,2019-01-31 16:55:07.1170,2019-01-31 16:59:56.2250,497.0,E 17 St & Broadway,40.73704984,-73.99009296,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,33966,Subscriber,1958,1
242,2019-01-15 17:11:15.3010,2019-01-15 17:15:18.0670,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3535.0,Mt Morris Park W & W 120 St,40.804038,-73.945925,16826,Subscriber,1989,2
372,2019-01-15 09:23:21.4640,2019-01-15 09:29:33.5050,340.0,Madison St & Clinton St,40.71269042,-73.98776323,279.0,Peck Slip & Front St,40.707873,-74.00167,34739,Subscriber,1994,2
264,2019-01-09 18:30:02.4410,2019-01-09 18:34:26.5520,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,29081,Subscriber,1974,1
584,2019-01-30 17:21:38.2290,2019-01-30 17:31:22.7200,519.0,Pershing Square North,40.751873,-73.977706,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,24875,Subscriber,1987,1
476,2019-01-06 22:39:35.7630,2019-01-06 22:47:31.8540,3048.0,Putnam Ave & Nostrand Ave,40.68402,-73.94977,3041.0,Kingston Ave & Herkimer St,40.67890679,-73.94142771,27204,Subscriber,1980,1
199,2019-01-05 13:22:02.7160,2019-01-05 13:25:22.2480,3232.0,Bond St & Fulton St,40.68962188790333,-73.98304268717766,3413.0,Wyckoff St & 3 Ave,40.6827549,-73.98258555,32139,Subscriber,1994,1
399,2019-01-25 12:15:27.6070,2019-01-25 12:22:06.9710,465.0,Broadway & W 41 St,40.75513557,-73.98658032,486.0,Broadway & W 29 St,40.7462009,-73.98855723,14833,Subscriber,1981,1
423,2019-01-01 12:19:32.2510,2019-01-01 12:26:35.5510,244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,3429.0,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,34342,Subscriber,1978,1
323,2019-01-12 08:05:13.4590,2019-01-12 08:10:37.0880,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,32908,Subscriber,1986,1
397,2019-01-02 13:35:44.3450,2019-01-02 13:42:21.4830,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,456.0,E 53 St & Madison Ave,40.7597108,-73.97402311,28913,Subscriber,1978,1
207,2019-01-17 07:17:41.6440,2019-01-17 07:21:09.2920,487.0,E 20 St & FDR Drive,40.73314259,-73.97573881,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,26633,Subscriber,1960,2
286,2019-01-02 17:52:09.1600,2019-01-02 17:56:55.9230,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,525.0,W 34 St & 11 Ave,40.75594159,-74.0021163,32292,Subscriber,1951,1
938,2019-01-25 10:40:50.9520,2019-01-25 10:56:29.6390,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,357.0,E 11 St & Broadway,40.73261787,-73.99158043,34741,Subscriber,1972,2
319,2019-01-09 13:02:28.9210,2019-01-09 13:07:48.8330,3409.0,Bergen St & Smith St,40.6867443,-73.99063168,3389.0,Carroll St & Columbia St,40.6830456,-74.00348559,35668,Subscriber,1974,1
840,2019-01-28 10:55:37.3860,2019-01-28 11:09:37.9130,3292.0,5 Ave & E 93 St,40.7857851,-73.957481,499.0,Broadway & W 60 St,40.76915505,-73.98191841,32764,Subscriber,1987,2
218,2019-01-07 17:58:02.9390,2019-01-07 18:01:41.9170,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,30849,Subscriber,1965,2
1117,2019-01-28 09:23:17.3770,2019-01-28 09:41:54.4120,442.0,W 27 St & 7 Ave,40.746647,-73.993915,497.0,E 17 St & Broadway,40.73704984,-73.99009296,28989,Subscriber,1993,1
350,2019-01-06 15:13:38.7750,2019-01-06 15:19:29.6940,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,15204,Subscriber,1998,1
188,2019-01-08 20:38:38.0520,2019-01-08 20:41:46.6250,3431.0,E 35 St & 3 Ave,40.746524,-73.977885,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,30683,Subscriber,1992,2
471,2019-01-06 17:02:30.8220,2019-01-06 17:10:21.9720,3413.0,Wyckoff St & 3 Ave,40.6827549,-73.98258555,3409.0,Bergen St & Smith St,40.6867443,-73.99063168,14565,Subscriber,1993,1
511,2019-01-23 13:49:18.7180,2019-01-23 13:57:50.3250,3151.0,E 81 St & York Ave,40.7728384,-73.94989233,3145.0,E 84 St & Park Ave,40.77862688,-73.95772073,35167,Subscriber,1962,2
282,2019-01-09 12:14:36.4000,2019-01-09 12:19:19.1950,3263.0,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,35195,Subscriber,1974,2
420,2019-01-07 18:23:13.4250,2019-01-07 18:30:14.3330,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,2021.0,W 45 St & 8 Ave,40.75929124,-73.98859651,26343,Subscriber,1986,1
487,2019-01-29 15:17:36.3840,2019-01-29 15:25:43.8910,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,35055,Subscriber,1969,0
1548,2019-01-25 06:53:58.5100,2019-01-25 07:19:47.2530,3306.0,10 St & 7 Ave,40.6662078,-73.98199886,3427.0,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,35617,Subscriber,1973,1
254,2019-01-09 02:44:13.3140,2019-01-09 02:48:27.7770,3714.0,Division Av & Hooper St,40.70684203101325,-73.9544353965357,3067.0,Broadway & Whipple St,40.7016657,-73.9437303,30362,Subscriber,1977,1
1009,2019-01-03 18:06:49.1470,2019-01-03 18:23:38.8880,3463.0,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,34403,Subscriber,1985,1
550,2019-01-14 18:25:54.3080,2019-01-14 18:35:04.3670,539.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3076.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625,34756,Subscriber,1989,1
2238,2019-01-16 20:29:22.2010,2019-01-16 21:06:40.7090,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,3637.0,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351,34858,Subscriber,1994,2
887,2019-01-13 17:37:38.1800,2019-01-13 17:52:25.3950,3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,3116.0,Huron St & Franklin St,40.73266,-73.95826,28143,Subscriber,1979,1
265,2019-01-24 19:40:07.8130,2019-01-24 19:44:33.2680,3671.0,E 81 St & 2 Ave,40.77477944895728,-73.95427465438843,3145.0,E 84 St & Park Ave,40.77862688,-73.95772073,30192,Subscriber,1988,1
170,2019-01-10 22:36:00.7550,2019-01-10 22:38:51.2700,465.0,Broadway & W 41 St,40.75513557,-73.98658032,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,34416,Subscriber,1985,1
449,2019-01-10 09:25:28.0920,2019-01-10 09:32:57.7260,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,3486.0,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,25988,Subscriber,1967,2
695,2019-01-30 14:11:14.3390,2019-01-30 14:22:50.2810,259.0,South St & Whitehall St,40.70122128,-74.01234218,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,35707,Subscriber,1954,1
419,2019-01-16 21:22:39.7850,2019-01-16 21:29:39.0540,285.0,Broadway & E 14 St,40.73454567,-73.99074142,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,18813,Subscriber,1988,2
321,2019-01-27 12:00:00.8380,2019-01-27 12:05:22.0730,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,28073,Subscriber,1969,0
448,2019-01-16 07:10:18.6750,2019-01-16 07:17:47.4870,3388.0,President St & Henry St,40.6828003,-73.99990419,391.0,Clark St & Henry St,40.69760127,-73.99344559,32470,Subscriber,1995,2
1038,2019-01-30 08:52:33.3600,2019-01-30 09:09:51.4040,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,540.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,33798,Subscriber,1984,1
850,2019-01-08 13:54:56.2380,2019-01-08 14:09:06.2840,455.0,1 Ave & E 44 St,40.75001986,-73.96905301,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,30810,Subscriber,1990,2
145,2019-01-19 01:07:36.8310,2019-01-19 01:10:02.4240,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,32435,Subscriber,1971,1
160,2019-01-30 18:05:25.1350,2019-01-30 18:08:05.4040,355.0,Bayard St & Baxter St,40.71602118,-73.99974372,386.0,Centre St & Worth St,40.71494807,-74.00234482,32361,Subscriber,1991,1
2138,2019-01-15 08:11:02.1030,2019-01-15 08:46:40.9160,440.0,E 45 St & 3 Ave,40.75255434,-73.97282625,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,17834,Subscriber,1959,1
214,2019-01-26 08:48:27.2130,2019-01-26 08:52:01.9360,2008.0,Little West St & 1 Pl,40.70569254,-74.01677685,534.0,Water - Whitehall Plaza,40.70255065,-74.0127234,35800,Subscriber,1976,1
1450,2019-01-08 22:04:17.2800,2019-01-08 22:28:27.3670,3402.0,Court St & State St,40.6902375,-73.99203074,3571.0,Bedford Ave & Bergen St,40.676368,-73.952918,32250,Subscriber,1975,1
908,2019-01-10 08:13:54.9740,2019-01-10 08:29:03.4930,3336.0,E 97 St & Madison Ave,40.787801,-73.953559,3457.0,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,35019,Subscriber,1983,1
3071,2019-01-16 09:02:40.4940,2019-01-16 09:53:51.9010,304.0,Broadway & Battery Pl,40.70463334,-74.01361706,3369.0,E 82 St & East End Ave,40.7724607,-73.9468208,35027,Subscriber,1963,1
1952,2019-01-02 12:30:33.2130,2019-01-02 13:03:05.8100,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,3410.0,Dean St & Hoyt St,40.6864442,-73.98759104,35760,Subscriber,1982,1
266,2019-01-03 19:49:26.5410,2019-01-03 19:53:53.3280,3659.0,W 17 St & 9 Ave,40.74294891660091,-74.00413691997528,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,28920,Subscriber,1993,1
1125,2019-01-06 09:11:39.8530,2019-01-06 09:30:25.5340,267.0,Broadway & W 36 St,40.75097711,-73.98765428,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,34760,Subscriber,1995,1
1855,2019-01-25 00:17:56.1660,2019-01-25 00:48:51.9180,3256.0,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,33901,Subscriber,1965,1
837,2019-01-21 06:51:58.3160,2019-01-21 07:05:56.0930,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,3680.0,E 43 St & 5 Ave,40.754120810779256,-73.98025184869766,35746,Subscriber,1970,1
212,2019-01-18 17:52:08.0740,2019-01-18 17:55:40.2100,278.0,Concord St & Bridge St,40.69766564,-73.98476437,3674.0,Jay St & York St,40.70140317257725,-73.98672670125961,27576,Subscriber,1990,1
556,2019-01-11 13:46:18.1670,2019-01-11 13:55:34.6760,3235.0,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,379.0,W 31 St & 7 Ave,40.749156,-73.9916,34962,Subscriber,1976,1
279,2019-01-09 09:53:07.9950,2019-01-09 09:57:47.9370,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,16635,Subscriber,1955,1
401,2019-01-27 03:42:16.7140,2019-01-27 03:48:57.9730,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,3236.0,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,33341,Subscriber,1992,2
685,2019-01-28 07:03:12.3970,2019-01-28 07:14:37.5290,3619.0,Newtown Ave & 23 St,40.7713615,-73.9246145,3572.0,34 Ave & 38 St,40.756913,-73.921631,30346,Subscriber,1984,1
518,2019-01-08 14:08:05.4490,2019-01-08 14:16:43.8890,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,32154,Subscriber,1976,1
203,2019-01-30 08:08:45.4930,2019-01-30 08:12:09.4420,379.0,W 31 St & 7 Ave,40.749156,-73.9916,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,30431,Subscriber,1989,1
103,2019-01-14 09:50:36.3900,2019-01-14 09:52:20.1130,241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,34195,Subscriber,1987,1
2267,2019-01-17 08:13:45.0690,2019-01-17 08:51:32.4320,298.0,3 Ave & Schermerhorn St,40.68683208,-73.9796772,497.0,E 17 St & Broadway,40.73704984,-73.99009296,32161,Subscriber,1993,1
332,2019-01-11 14:47:33.0290,2019-01-11 14:53:05.9250,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,266.0,Avenue D & E 8 St,40.72368361,-73.97574813,35257,Subscriber,1987,1
383,2019-01-17 16:19:54.0840,2019-01-17 16:26:17.1130,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,490.0,8 Ave & W 33 St,40.751551,-73.993934,16914,Subscriber,1963,1
562,2019-01-09 16:24:26.9830,2019-01-09 16:33:49.1550,3168.0,Central Park West & W 85 St,40.78472675,-73.96961715,499.0,Broadway & W 60 St,40.76915505,-73.98191841,34169,Subscriber,1984,1
1865,2019-01-27 14:33:36.4510,2019-01-27 15:04:41.6850,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,285.0,Broadway & E 14 St,40.73454567,-73.99074142,35678,Subscriber,1990,1
287,2019-01-27 19:09:56.4890,2019-01-27 19:14:43.7220,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,33271,Subscriber,1991,1
624,2019-01-06 11:11:08.6180,2019-01-06 11:21:33.3920,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,20978,Subscriber,1966,1
243,2019-01-28 17:12:04.0880,2019-01-28 17:16:07.6120,3044.0,Albany Ave & Fulton St,40.6800105,-73.938475,3050.0,Putnam Ave & Throop Ave,40.6851532,-73.94111,33580,Subscriber,1985,1
721,2019-01-17 17:20:51.7910,2019-01-17 17:32:52.9290,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,27706,Subscriber,1972,1
228,2019-01-06 16:23:45.1470,2019-01-06 16:27:33.5750,146.0,Hudson St & Reade St,40.71625008,-74.0091059,328.0,Watts St & Greenwich St,40.72405549,-74.00965965,33580,Subscriber,1984,1
684,2019-01-11 13:41:32.9980,2019-01-11 13:52:57.7160,195.0,Liberty St & Broadway,40.70905623,-74.01043382,3467.0,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,35303,Subscriber,1980,1
